Date_ymd,Recorder,Richness_ID,Density_ID,Rep,Biomass_Type,Species_ID,Individual_ID,Biomass_g,Bag_type,Comments
2023-07-19,JD,M1,D3,A2,AB,CIAR,C05,0.013,E,
2023-07-19,JD,M1,D3,A2,BM,CIAR,C05,0.011,E,
2023-07-19,JD,M1,D3,A2,AB,CIAR,C06,0.0622,E,
2023-07-19,JD,M1,D3,A2,BM,CIAR,C06,0.0296,E,
2023-07-19,JD,M1,D3,A2,AB,CIAR,C07,0.1759,E,
2023-07-19,JD,M1,D3,A2,BM,CIAR,C07,0.0481,E,
2023-07-19,JD,M1,D3,A2,AB,CIAR,C08,0.1171,E,
2023-07-19,JD,M1,D3,A2,BM,CIAR,C08,0.0496,E,
2023-07-21,JD,M4,D3,4,AB,RUHI,-,0.5066,S,
2023-07-21,JD,M4,D3,5,BM,HEHE,-,0.2946,S,
2023-07-21,JD,M4,D3,5,AB,HEHE,-,0.3835,S,
2023-07-21,JD,M4,D3,5,AB,MOFI,-,0.3032,S,
2023-07-21,JD,M4,D3,5,BM,MOFI,-,0.0696,S,
2023-07-21,GX,M4,D3,5,AB,OEBI,-,8.1661,S,
2023-07-21,JD,M4,D3,5,BM,OEBI,-,2.7675,S,
2023-07-18,JD,M1,D2,H4,BM,CIAR,C06,0.0189,E,
2023-07-18,RC,M1,D3,R2,BM,CIAR,C01,0.0204,E,
2023-07-20,RC,M1,D2,A3,AB,ANGE,-,3.0589,S,
2023-07-18,RC,M1,D1,M5,AB,CIAR,C01,2.2933,S,Individual CIAR 1 (C1) in this tray (GX)
2023-07-11,JD,M1,D1,R2,AB,CIAR,C02,0.0241,E,
2023-07-06,RC,M1,D1,A1,AB,ANGE,-,2.0976,S,
2023-07-14,RC,M1,D1,R1,BM,RUHI,-,0.9765,S,
2023-07-14,RC,M1,D2,R3,BM,RUHI,-,5.2461,S,
2023-07-11,JD,M1,D1,R2,BM,CIAR,C02,0.0222,E,
2023-07-20,JD,M4,D1,2,BM,CIAR,C02,0.0227,E,
2023-07-20,JD,M4,D1,2,AB,CIAR,C02,0.0289,E,
2023-07-10,JD,M1,D1,O1,BM,CIAR,C05,0.0074,E,
2023-07-17,JD,M1,D2,R2,BM,CIAR,C02,0.0015,E,Individual 2 (JD)
2023-07-05,RC,M1,D1,H1,BM,HEHE,-,0.8248,S,
2023-07-19,JD,M1,D3,A3,BM,ANGE,-,15.4161,S,
2023-07-17,JD,M1,D3,H3,AB,CIAR,C07,0.0269,E,
2023-07-06,RC,M1,D2,H1,BM,HEHE,-,-,S,SUSPECT BIOMASS FELL OUT FROM BAG (RC) ON JINGWEI'S TABLE
2023-07-17,RC,M1,D2,O1,BM,OEBI ,-,7.3717,S,
2023-07-11,JD,M1,D1,M1,BM,CIAR,C06,0.0074,E,
2023-07-06,RC,M1,D1,A1,BM,ANGE,-,4.8485,S,
2023-07-11,JD,M1,D1,M1,BM,CIAR,C07,0.0182,E,
2023-07-19,RC,M1,D3,A3,AB,ANGE,-,8.2217,S,
2023-07-10,JD,M1,D1,M2,AB,CIAR,C04,0.0166,E,
2023-07-06,RC,M1,D3,H1,BM,CIAR,-,1.6526,S,
-,-,M1,-,C4,AB,CIAR,C07,-,-,Missing sample? (2024-04-23; GX)
-,-,M1,-,C4,BM,CIAR,C07,-,-,Missing sample? (A minor concern since I will likely exclude root biomass from the analysis; 2024-04-23; GX)
2023-07-12,RC,M1,-,C4,AB,CIAR,C08,1.1037,S,"Originally labelled as ""CB"" but relabeled as ""C8"" by GX"
-,-,M1,-,C4,BM,CIAR,C08,-,-,Missing sample? (A minor concern since I will likely exclude root biomass from the analysis; 2024-04-23; GX)
2023-07-12,JD,M1,-,C4,BM,CIAR,C09,0.0216,E,
2023-07-10,JD,M1,D1,M2,AB,CIAR,C05,0.4224,E,
2023-07-20,JD,M4,D1,2,AB,CIAR,C03,0.0242,E,
2023-07-12,JD,M1,-,C4,AB,CIAR,C09,0.0272,E,
2023-07-17,JD,M1,D2,R2,AB,CIAR,C02,0.0024,E,Individual 2 (JD)
2023-07-10,JD,M1,D1,O2,BM,OEBI,-,2.1173,S,
2023-07-12,GX,M2,D1,2,BM,CIAR,C02,-,E,Sample biomass was to small to measure using the Mettler Toledo scale (RC)
-,GX,M1,D1,R1,BM,CIAR,-,0.5712,E,unsorted root biomass (GX)
-,-,M1,D1,R1,AB,CIAR,C01,-,-,Tripled-checked the envelopes; could the bags (GX)
-,-,M1,D1,R1,BM,CIAR,C01,-,-,"This sample was likely placed into the ""unsorted root biomas"" "
2023-07-18,GX,M1,D1,R1,AB,CIAR,C02,0.0095,E,
2023-07-17,JD,M1,D1,A4,AB,CIAR,C04,0.1925,E,Individual 4 (JD)
2023-07-10,JD,M1,D1,H2,AB,CIAR,C08,0.0373,E,
2023-07-11,RC,M1,D1,A5,AB,CIAR,C05,1.8304,S,
2023-07-12,GX,M2,D1,2,AB,CIAR,C03,0.0084,E,
2023-07-12,GX,M2,D1,2,BM,CIAR,C03,-,-,Sample biomass was to small to measure using the Mettler Toledo scale (RC)
2023-07-12,GX,M2,D1,2,AB,CIAR,C04,0.0021,E,
2023-07-12,JD,M1,-,C4,AB,CIAR,C10,0.0276,E,
2023-07-23,JD,M1,D1,R3,BM,RUHI,-,2.2901,S,
2023-07-19,JD,M1,D3,M3,BM,MOFI,-,4.7693,S,
2023-07-10,JD,M1,D1,M3,AB,CIAR,C05,0.3585,E,
2023-07-12,JD,M1,-,C4,BM,CIAR,C10,0.0056,E,
2023-07-14,RC,M1,D2,R3,AB,RUHI,-,6.659,S,
2023-07-10,JD,M1,D1,M2,BM,CIAR,C05,1.1248,E,
2023-07-11,RC,M1,D1,R3,AB,RUHI,-,3.5179,S,
2023-07-12,GX,M2,D1,2,BM,CIAR,C04,0.0055,E,
2023-07-12,GX,M2,D1,2,BM,CIAR,C05,0.0344,E,
2023-07-14,RC,M1,-,C3,BM,CIAR,C01,2.2545,S,
2023-07-14,RC,M1,-,C3,AB,CIAR,C01,2.5248,S,
2023-07-17,RC,M1,D2,M1,BM,MOFI,-,18.1306,S,
2023-07-10,JD,M1,D1,M3,AB,CIAR,C06,0.163,E,
2023-07-20,JD,M4,D1,2,BM,CIAR,C03,0.0196,E,
2023-07-12,RC,M1,D1,A3,BM,ANGE,-,7.6687,S,
2023-07-10,RC,M1,D3,H2,AB,HEHE,-,1.5701,S,
2023-07-12,GX,M2,D1,2,AB,CIAR,C05,0.0451,E,
2023-07-10,RC,M1,D1,O2,AB,OEBI,-,5.3219,S,"Originally labelled as ""OEB1"" but relabeled as ""OEBI"" by GX"
2023-07-12,RC,M1,D1,R4,AB,RUHI,-,3.3928,S,
2023-07-11,JD,M1,D1,A5,AB,CIAR,C06,0.0207,E,
2023-07-12,GX,M2,D1,2,AB,CIAR,C06,0.0079,E,
-,GX,M1,D1,H4,AB,HEHE,-,0,-,"Biomass were double-checked on 2023-11-10, and there were no bags for this species sampled during the harvest; it's likely that HEHE did not gemrminate and grow in this particular tray (GX)"
2023-07-18,JD,M1,D2,H4,AB,CIAR,C06,0.0425,E,
2023-07-06,RC,M1,D2,H5,AB,CIAR,C01,0.8887,S,
2023-07-06,JD,M1,D2,H1,AB,CIAR,C01,0.0178,E,Double-checked physical envelopes and added it here (2024-04-19)
2023-07-20,JD,M1,D3,R4,AB,RUHI,-,6.4113,S,
2023-07-10,RC,M1,D3,H2,BM,HEHE,-,1.3443,S,
2023-07-12,RC,M1,D1,A3,AB,ANGE,-,1.1239,S,
2023-07-21,JD,M2,D3,5,AB,MOFI,-,1.3602,S,
2023-07-18,RC,M1,D1,M5,BM,CIAR,C01,2.9253,S,
2023-07-06,RC,M1,D2,H5,BM,CIAR,C01,1.7202,S,
2023-07-06,JD,M1,D2,H1,BM,CIAR,C01,0.1529,E,Double-checked physical envelopes and added it here (2024-04-19)
2023-07-05,RC,M1,D1,H5,BM,CIAR,-,1.7946,S,"unsorted biomass (RC); originally labelled as ""CIAC"" but relabeled as ""CIAR"" (GX)"
2023-07-06,RC,M1,D1,A2,AB,ANGE,-,1.2128,S,
2023-07-06,RC,M1,D1,A2,BM,ANGE,-,5.092,S,
2023-07-06,RC,M1,-,C1,AB,CIAR,C02,0.0206,S,
2023-07-06,JD,M1,D3,H4,AB,CIAR,C01,0.399,E,Could be one of the duplicate envelopes (M1-D3-H1)?
2023-07-06,RC,M1,D2,H5,AB,CIAR,C02,0.0616,S,
2023-07-06,RC,M1,-,C1,BM,CIAR,C02,-,S,SUSPECT BIOMASS FELL OUT FROM BAG (RC) ON JINGWEI'S TABLE
2023-07-06,RC,M1,D2,H5,BM,CIAR,C02,0.222,S,
2023-07-06,RC,M1,D2,H5,AB,CIAR,C03,0.1353,S,
2023-07-05,RC,M1,D1,A1,BM,CIAR,-,1.7839,S,unsorted root biomass (GX)
2023-07-06,JD,M1,D3,H5,BM,CIAR,-,0.505,E,
2023-07-23,JD,M1,-,C1,AB,CIAR,C03,1.6789,S,Missing individual ID? (GX)
2023-07-06,RC,M1,D2,H5,BM,CIAR,C03,0.1089,S,
2023-07-05,JD,M1,D1,H1,AB,CIAR,C01,0.1408,E,Double-checked physical samples and added it here (2024-04-19)
2023-07-06,RC,M1,D2,H5,AB,CIAR,C04,0.1238,S,
2023-07-17,RC,M1,D3,H3,AB,HEHE,-,3.6811,S,
2023-07-17,RC,M1,D3,H3,BM,HEHE,-,2.7123,S,
2023-07-06,RC,M1,D2,H5,BM,CIAR,C04,0.0003,S,SUSPECT BIOMASS FELL OUT FROM BAG (RC)
-,-,M1,D1,H1,BM,CIAR,C01,-,-,"This sample was likely placed into the ""unsorted root biomass"" (GX)"
2023-07-06,RC,M1,D2,H5,AB,CIAR,C05,0.0129,S,
2023-07-23,GX,M1,-,C1,BM,CIAR,C03,0.5109,S,Missing individual ID? (GX)
2023-07-12,GX,M1,D1,A3,BM,-,-,1.8115,E,Unsorted root biomass - unable to differentiate species-specific root biomass (GX)
2023-07-06,RC,M1,D1,H4,BM,HEHE,-,0.002,E,added values from a separate datasheet (GX)
2023-07-06,JD,M1,D1,H4,AB,CIAR,C01,0.008,E,
2023-07-06,RC,M1,D1,H4,BM,CIAR,C01,0.027,E,added values from a separate datasheet (GX)
2023-07-06,RC,M1,D2,H5,BM,CIAR,C05,0.0881,S,
2023-07-06,RC,M1,D2,H2,AB,HEHE,-,0.7793,S,
2023-07-20,RC,M1,D2,A4,BM,ANGE,-,14.5219,S,
2023-07-06,JD,M1,D3,H1,BM,CIAR,C01,0.05,E,
2023-07-06,RC,M1,D3,H1,AB,CIAR,C01,0.399,E,added values from a separate datasheet (GX)
2023-07-06,JD,M1,D2,H1,AB,CIAR,C02,0.4308,E,Double-checked physical envelopes and added it here (2024-04-19)
2023-07-05,RC,M1,D1,H3,BM,CIAR,-,1.0934,S,unsorted root biomass 
2023-07-06,RC,M1,D2,H2,BM,HEHE,-,0.4453,S,
2023-07-06,RC,M1,D2,H5,AB,CIAR,C06,0.0195,S,SUSPECT BIOMASS FELL OUT FROM BAG (RC)
2023-07-06,RC,M1,-,C1,AB,CIAR,C04,2.0715,S,
2023-07-20,RC,M1,D2,A4,AB,ANGE,-,5.6671,S,"Originally labelled as ""DD2"" by RC and relabeled to ""D2"" by GX"
2023-07-06,RC,M1,D2,H5,BM,CIAR,C06,0.0068,S,SUSPECT BIOMASS FELL OUT FROM BAG (RC)
2023-07-06,RC,M1,-,C1,BM,CIAR,C04,4.7535,S,
2023-07-06,RC,M1,-,C1,AB,CIAR,C05,0.0184,S,SUSPECT BIOMASS FELLOUT FROM THE BAG (RC)
2023-07-06,RC,M1,D2,H5,AB,CIAR,C07,0.0093,S,
2023-07-06,RC,M1,D3,H4,AB,HEHE,-,2.0952,S,
-,-,M1,D1,H4,AB,CIAR,C02,0.0296,E,Double-checked the physical samples and added it here (2024-04-19)
2023-07-05,JD,M1,D1,A1,AB,CIAR,C01,0.3694,E,Double-checked physical samples and added it here (2024-04-19)
2023-07-05,JD,M1,D1,A1,BM,CIAR,C01,0.2138,E,Double-checked physical samples and added it here (2024-04-19)
2023-07-05,JD,M1,D1,A1,AB,CIAR,C02,0.4451,E,Double-checked physical samples and added it here (2024-04-15; GX)
-,GX,M1,D1,H3,AB,HEHE,-,0,-,"Biomass were double-checked on 2023-11-10, and there were no bags for this species sampled during the harvest; it's likely that HEHE did not gemrminate and grow in this particular tray (GX)"
2023-07-06,RC,M1,D2,H5,BM,CIAR,C07,0.0079,S,SUSPECT BIOMASS FELL OUT FROM BAG (RC)
-,-,M1,D1,A1,BM,CIAR,C02,-,-,"This sample likely got placed into the ""unsorted root biomass"" bag"
2023-07-06,RC,M1,D1,A1,AB,CIAR,C03,0.5511,S,
2023-07-06,RC,M1,D3,H4,BM,HEHE,-,1.15,S,
2023-07-17,JD,M1,D2,M1,BM,CIAR,C01,0.0054,E,Individual 1 (JD)
2023-07-17,JD,M1,D2,M1,AB,CIAR,C01,0.01,E,Individual 1 (JD)
2023-07-17,JD,M1,D2,M1,BM,CIAR,C02,0.0069,E,Individual 2 (JD)
-,GX,M1,D1,H3,BM,HEHE,-,0,-,"Biomass were double-checked on 2023-11-10, and there were no bags for this species sampled during the harvest; it's likely that HEHE did not gemrminate and grow in this particular tray (GX)"
2023-07-05,RC,M1,D1,H3,AB,CIAR,C01,0.5979,E,added values from a separate datasheet (GX)
2023-07-06,JD,M1,D2,H1,BM,CIAR,C02,0.2454,E,Double-checked physical envelopes and added it here (2024-04-19)
2023-07-04,RC,M1,D1,H1,AB,CIAR,C02,0.0049,E,added values from a separate datasheet (GX)
2023-07-05,JD,M1,D1,H1,BM,CIAR,C02,0.006,E,Double-checked physical samples and added it here (2024-04-15; GX)
2023-07-05,RC,M1,D1,H5,BM,HEHE,-,0.0092,E,added values from a separate datasheet (GX)
2023-07-12,GX,M1,D1,A3,BM,CIAR,C01,0.0202,E,
2023-07-06,JD,M1,D3,H1,AB,CIAR,C02,0.089,E,
2023-07-17,RC,M1,D2,H3,AB,HEHE,-,0.9985,S,
2023-07-17,RC,M1,D2,H3,BM,HEHE,-,0.3958,S,
2023-07-06,RC,M1,D3,H5,AB,HEHE,-,2.573,S,
2023-07-17,JD,M1,D2,M1,AB,CIAR,C02,0.0125,E,Individual 2 (JD)
2023-07-06,RC,M1,-,C1,BM,CIAR,C05,0.0013,S,SUSPECT BIOMASS FELL OUT FROM BAG (RC)
-,-,M1,D1,H3,BM,CIAR,C01,0.4765,-,Double-checked physical envelopes and added it here (2024-04-19)
2023-07-18,RC,M1,D2,H4,BM,HEHE,-,1.0082,S,
2023-07-17,JD,M1,D2,M1,BM,CIAR,C03,0.0082,E,Individual 3 (JD)
2023-07-17,JD,M1,D2,M1,AB,CIAR,C03,0.0458,E,Individual 3 (JD)
2023-07-17,JD,M1,D2,M1,AB,CIAR,C04,0.0206,E,Individual 4 (JD)
2023-07-17,JD,M1,D2,M1,BM,CIAR,C04,0.0094,E,Individual 4 (JD)
2023-07-17,JD,M1,D2,M1,AB,CIAR,C05,0.0089,E,Individual 5 (JD)
2023-07-17,JD,M1,D2,M1,BM,CIAR,C05,0.0055,E,Individual 5 (JD)
2023-07-17,JD,M1,D2,M1,AB,CIAR,C06,0.0083,E,Individual 6 (JD)
2023-07-17,JD,M1,D2,M1,BM,CIAR,C06,0.0039,E,Individual 6 (JD)
2023-07-18,JD,M1,D2,M2,AB,CIAR,C01,0.0254,E,Individual 1 (JD)
2023-07-18,JD,M1,D2,M2,BM,CIAR,C01,0.0078,E,Individual 1 (JD)
2023-07-14,RC,M1,-,C2,BM,CIAR,C01,2.9382,S,
2023-07-14,RC,M1,-,C5,BM,CIAR,C01,5.0781,S,
2023-07-14,RC,M1,-,C5,AB,CIAR,C01,2.2543,S,
2023-07-14,RC,M1,-,C5,AB,CIAR,C02,-,-,Missing sample? (2024-04-23; GX)
2023-07-14,RC,M1,-,C5,BM,CIAR,C02,-,-,
2023-07-14,RC,M1,-,C5,BM,CIAR,C03,1.0494,E,
2023-07-14,RC,M1,-,C2,AB,CIAR,C01,1.9658,S,
2023-07-14,RC,M1,-,C5,AB,CIAR,C03,0.7126,S,
2023-07-14,RC,M1,-,C5,AB,CIAR,C04,0.2203,E,
-,-,M1,-,C5,BM,CIAR,C04,-,-,Missing sample? (A minor concern since I will likely exclude root biomass from the analysis; 2024-04-23; GX)
2023-07-14,RC,M1,-,C5,AB,CIAR,C05,0.1302,E,
2023-07-14,RC,M1,-,C5,BM,CIAR,C05,0.0256,E,
2023-07-14,RC,M1,-,C5,BM,CIAR,C06,0.0744,E,
2023-07-14,RC,M1,-,C5,BM,CIAR,C06,0.207,E,
2023-07-14,RC,M1,-,C5,BM,CIAR,C07,0.0175,E,
2023-07-14,RC,M1,D1,R5,BM,CIAR,-,0.8918,E,UNSORTED (RC)
2023-07-14,RC,M1,D2,R3,AB,RUHI,-,0.5119,E,"Orignally labelled as ""D2"" by RC but relabled as ""RUHI"" by GX"
2023-07-18,JD,M1,D2,M2,AB,CIAR,C02,0.031,E,Individual 2 (JD)
2023-07-18,JD,M1,D2,M2,AB,CIAR,C03,0.1984,E,Individual 3 (JD); Added the sum of the two duplicate envelopes (GX)
2023-07-18,JD,M1,D2,M2,BM,CIAR,C03,0.0294,E,Individual 3 (JD); Added the sum of the two duplicate envelopes (GX)
2023-07-14,RC,M1,D1,R5,AB,RUHI,-,1.9134,S,
2023-07-14,RC,M1,D1,R5,BM,RUHI,-,3.1594,S,
2023-07-14,RC,M1,D1,R5,BM,CIAR,C01,0.0517,E,
2023-07-14,RC,M1,D1,R5,AB,CIAR,C01,0.2676,E,
2023-07-14,RC,M1,D1,R5,AB,CIAR,C02,0.179,E,
2023-07-14,RC,M1,D1,R5,BM,CIAR,C02,0.0414,E,
2023-07-14,RC,M1,D1,R5,BM,CIAR,C03,0.0021,E,
2023-07-14,RC,M1,D1,R5,AB,CIAR,C03,0.006,E,
2023-07-14,RC,M1,D1,R5,AB,CIAR,C04,0.0022,E,
2023-07-14,RC,M1,D1,R5,BM,CIAR,C04,0.0054,E,
2023-07-14,RC,M1,D1,R5,BM,CIAR,C05,0.0059,E,
2023-07-14,RC,M1,D1,R5,AB,CIAR,C05,0.0266,E,
2023-07-14,RC,M1,-,C3,BM,CIAR,C02,3.6719,S,
2023-07-14,RC,M1,D1,M4,BM,MOFI,-,11.1978,S,
2023-07-14,RC,M1,D1,M4,AB,MOFI,-,4.9158,S,
2023-07-14,GX,M1,D1,M4,AB,CIAR,C01,0.0121,E,
2023-07-14,RC,M1,-,C5,AB,CIAR,C07,0.0531,E,
2023-07-14,RC,M1,-,C5,BM,CIAR,C08,0.0523,E,
2023-07-14,GX,M1,D1,M4,BM,CIAR,C01,0.0037,E,
2023-07-14,GX,M1,D1,M4,AB,CIAR,C02,0.4482,E,
2023-07-14,GX,M1,D1,M4,BM,CIAR,C02,0.0864,E,
2023-07-14,RC,M1,D1,M4,AB,CIAR,C03,0.0418,E,
2023-07-14,RC,M1,D1,M4,BM,CIAR,C03,0.0152,E,
2023-07-14,RC,M1,D1,M4,BM,CIAR,C04,0.007,E,
2023-07-14,RC,M1,D1,M4,AB,CIAR,C04,0.0054,E,
2023-07-14,RC,M1,D1,M4,BM,CIAR,C05,0.0099,E,
2023-07-14,RC,M1,D1,M4,AB,CIAR,C05,0.0666,E,
2023-07-14,RC,M1,D1,M4,AB,CIAR,C06,0.066,E,
2023-07-14,RC,M1,-,C3,AB,CIAR,C02,1.1221,S,
2023-07-14,RC,M1,-,C3,BM,CIAR,C03,0.6217,E,
2023-07-14,GX,M1,-,C3,AB,CIAR,C03,0.3535,E,
2023-07-14,RC,M1,-,C3,AB,CIAR,C04,0.0405,E,
2023-07-12,RC,M1,D1,R4,BM,RUHI,-,2.9371,S,
2023-07-14,RC,M1,-,C3,BM,CIAR,C04,0.0324,E,
2023-07-17,RC,M1,D1,A4,BM,CIAR,C05,2.6464,S,
2023-07-18,RC,M1,D3,R2,AB,CIAR,C02,0.0309,E,
2023-07-11,JD,M1,D1,A5,BM,CIAR,C06,0.0183,E,
2023-07-11,JD,M1,D1,M1,AB,CIAR,C07,0.0324,E,
2023-07-10,RC,M1,D1,O3,BM,OEBI,-,5.9163,S,"Originally labelled as ""3"" by RC but labeled as ""O3"" by GX"
2023-07-17,RC,M1,D2,M1,AB,MOFI,-,5.664,S,
2023-07-10,JD,M1,D1,M3,BM,CIAR,C06,0.0392,E,
2023-07-14,RC,M1,-,C5,AB,CIAR,C08,0.3559,E,
2023-07-18,RC,M1,D2,H4,AB,HEHE,-,1.301,S,
2023-07-20,RC,M1,D3,R4,BM,RUHI,-,5.2904,S,
2023-07-19,JD,M1,D3,A4,BM,ANGE,-,10.9183,S,
2023-07-21,JD,M4,D2,5,BM,OEBI,-,1.703,S,
2023-07-06,RC,M1,D2,A5,AB,ANGE,-,3.2591,S,
2023-07-18,RC,M1,D2,M2,AB,MOFI,-,5.5152,S,
2023-07-17,JD,M1,D1,A4,AB,CIAR,C05,0.6959,E,Individual 5 (JD)
2023-07-18,RC,M1,D2,M2,BM,MOFI,-,5.8049,S,
2023-07-19,RC,M1,D3,A4,AB,ANGE,-,6.806,S,
2023-07-12,GX,M2,D1,2,BM,CIAR,C06,0.0041,E,
2023-07-18,RC,M1,D3,A5,AB,ANGE,-,7.432,S,
2023-07-14,RC,M1,-,C3,AB,CIAR,C05,0.0195,E,
2023-07-17,RC,M1,D2,O1,AB,OEBI ,-,4.7349,S,
2023-07-21,JD,M4,D2,5,AB,OEBI,-,3.5657,S,
2023-07-21,JD,M2,D2,4,BM,CIAR,C01,0.0045,E,Individual 1 (JD)
2023-07-14,RC,M1,-,C2,BM,CIAR,C02,3.3099,E,
2023-07-18,RC,M1,D3,A5,BM,ANGE,-,15.0213,S,
2023-07-21,JD,M2,D3,5,BM,RUHI,-,3.2706,S,
2023-07-21,JD,M2,D2,4,AB,CIAR,C01,0.0189,E,Individual 1 (JD)
2023-07-21,JD,M2,D2,4,BM,CIAR,C02,0.0092,E,Individual 2 (JD)
2023-07-18,RC,M1,D2,M3,AB,MOFI,-,4.4271,S,
2023-07-10,RC,M1,D1,H2,BM,-,-,3.1349,S,"Originally labeled as ""C1+C3+C8"" but relabeled as ""-"" since this does count as unsorted root biomass (GX)"
2023-07-17,RC,M1,D3,O1,BM,OEBI,-,3.6793,S,"Originally labelled as ""O3"" by RC and relabeled to ""D3"" by GX"
2023-07-17,RC,M1,D3,O1,AB,OEBI,-,4.088,S,"Originally labelled as ""D1"" and ""OBEI"" by RC but relabeled as ""O1"" and ""OEBI"" by GX"
2023-07-17,RC,M1,D2,O2,BM,OEBI ,-,6.0037,S,"Originally labeled as ""C2"" by RC but relabeled as ""O2"" by GX"
2023-07-10,JD,M1,D1,M3,AB,CIAR,C07,0.0051,E,
2023-07-19,GX,M1,D3,M4,AB,MOFI,-,3.9603,S,
2023-07-19,JD,M1,D2,R4,BM,RUHI,-,5.7119,S,
2023-07-19,JD,M1,D3,M5,AB,MOFI,-,6.7534,S,
2023-07-06,RC,M1,D2,A5,BM,ANGE,-,10.6724,S,
2023-07-18,RC,M1,D3,O2,AB,OEBI,-,5.7105,S,
2023-07-12,GX,M2,D1,2,BM,CIAR,C07,0.0016,E,
2023-07-14,RC,M1,-,C2,AB,CIAR,C02,1.9344,E,
2023-07-14,RC,M1,D1,R5,BM,CIAR,C06,0.123,E,
2023-07-14,RC,M1,D1,M4,BM,CIAR,C07,0.0499,E,
2023-07-18,RC,M1,D3,O2,BM,OEBI,-,6.7265,S,
2023-07-14,RC,M1,D1,M4,AB,CIAR,C07,0.1006,E,
2023-07-17,GX,M1,D2,O2,AB,OEBI ,-,3.4378,S,
2023-07-18,GX,M1,D2,M2,AB,CIAR,C04,0.1491,E,
2023-07-20,JD,M4,D1,2,BM,CIAR,C04,0.0169,E,
2023-07-11,JD,M1,D1,M1,BM,CIAR,C08,0.0148,E,
2023-07-06,RC,M1,D2,H5,AB,HEHE,-,1.8062,S,
2023-07-18,RC,M1,D1,M5,AB,MOFI,-,3.6109,S,
2023-07-10,RC,M1,D1,O3,AB,OEBI,-,8.9733,S,
2023-07-10,RC,M1,D1,O4,AB,OEBI,-,7.815,S,
2023-07-12,GX,M2,D1,2,AB,CIAR,C07,0.0061,E,
2023-07-14,RC,M1,-,C5,AB,CIAR,C09,0.3234,E,
2023-07-10,RC,M1,D1,O4,BM,OEBI,-,2.961,S,
2023-07-19,JD,M1,D2,R4,AB,RUHI,-,5.9926,S,
2023-07-20,JD,M1,D2,R5,AB,RUHI,-,4.759,S,
2023-07-17,GX,M1,D2,O3,BM,OEBI ,-,9.4115,S,
2023-07-20,JD,M4,D1,2,BM,CIAR,C05,0.0149,E,
2023-07-18,RC,M1,D3,O3,AB,OEBI,-,7.1141,S,
2023-07-14,RC,M1,-,C5,BM,CIAR,C09,0.1512,E,
2023-07-18,RC,M1,D2,M3,BM,MOFI,-,7.6084,S,
2023-07-17,RC,M1,D2,M4,AB,MOFI,-,2.736,S,
2023-07-06,RC,M1,D2,H5,BM,HEHE,-,3.7099,S,
2023-07-10,JD,M1,D1,M3,BM,CIAR,C07,0.0045,E,
2023-07-20,JD,M4,D1,2,BM,OEBI,-,0.334,E,
2023-07-14,GX,M1,-,C3,BM,CIAR,C05,0.0507,E,
2023-07-04,RC,M1,D1,O5,BM,OEBI,-,2.1144,S,
2023-07-17,RC,M1,D2,M4,BM,MOFI,-,7.254,S,
2023-07-17,GX,M1,D1,A4,BM,CIAR,C06,0.2675,E,
2023-07-20,JD,M4,D1,2,AB,CIAR,C05,0.0116,E,
2023-07-18,RC,M1,D2,M5,BM,MOFI,-,8.5305,S,
2023-07-06,RC,M1,D3,H5,BM,HEHE,-,2.5741,S,
2023-07-18,GX,M1,D3,O3,BM,OEBI,-,6.1304,S,
2023-07-14,RC,M1,-,C3,BM,CIAR,C06,0.0046,E,
2023-07-20,JD,M4,D1,2,BM,CIAR,C06,0.0076,E,
2023-07-12,GX,M2,D1,2,BM,CIAR,C08,0.0033,E,
2023-07-18,RC,M1,D3,O4,BM,OEBI,-,3.926,S,
2023-07-18,RC,M1,D3,O4,AB,OEBI,-,4.2832,S,
2023-07-14,RC,M1,D1,R5,AB,CIAR,C06,0.3016,E,
2023-07-14,GX,M1,D1,O5,AB,OEBI,-,9.2445,S,"Originally labelled as ""5"" by GX but relabeled as ""O5"" by GX"
2023-07-12,RC,M2,D1,2,BM,OEBI,-,2.686,S,"Originally labelled as ""OEB1"" but relabeled as ""OEBI"" by GX"
2023-07-20,RC,M1,D2,R5,BM,RUHI,-,3.8668,S,
2023-07-12,RC,M2,D1,2,AB,OEBI,-,4.427,S,
2023-07-17,GX,M1,D1,A4,AB,CIAR,C06,0.2454,E,
2023-07-18,RC,M1,D3,O5,BM,OEBI,-,16.1313,S,
2023-07-18,JD,M1,D2,M3,BM,CIAR,-,0.3792,E,Unsorted roots (JD)
2023-07-20,JD,M1,D3,R5,AB,RUHI,-,5.7232,S,Part of the roots were not seperated and are included in the AB biomass (JD)
2023-07-17,GX,M1,D2,O3,AB,OEBI ,-,3.5342,S,
2023-07-19,RC,M1,D3,M5,BM,MOFI,-,9.8224,S,
2023-07-20,JD,M4,D1,2,BM,CIAR,C06,0.0163,E,
2023-07-20,JD,M1,D3,R5,BM,RUHI,-,2.1084,S,
2023-07-18,GX,M1,D1,M5,BM,MOFI,-,3.717,S,
2023-07-18,GX,M1,D2,M5,AB,MOFI,-,4.5731,S,
2023-07-18,GX,M1,D2,O4,AB,OEBI ,-,6.6316,S,
2023-07-18,GX,M1,D2,O4,BM,OEBI ,-,6.0155,S,
2023-07-17,GX,M1,D3,O5,AB,OEBI,-,5.5709,S,
2023-07-17,RC,M1,D2,O5,AB,OEBI ,-,4.9597,S,
