Date_ymd,Recorder,Richness_ID,Density_ID,Rep,Biomass_Type,Species_ID,Individual_ID,Biomass_g,Bag_type,Comments,
2023-07-19,JD,M1,D3,A3,AB,CIAR,C02,0.0465,E,Individual 2 (JD),
2023-07-19,JD,M1,D3,A3,BM,CIAR,C02,0.0125,E,Individual 2 (JD),
2023-07-12,GX,M2,D1,2,BM,-,-,1.4526,E,"Unsorted root biomass, unable to tell the species (GX)",
2023-07-17,JD,M1,D1,A4,AB,CIAR,C01,0.0357,E,Individual 1 (JD),
2023-07-17,JD,M1,D1,A4,BM,CIAR,C01,0.0049,E,Individual 1 (JD),
2023-07-17,JD,M1,D1,A4,AB,CIAR,C05,0.6959,E,Individual 5 (JD),
2023-07-17,JD,M1,D1,A4,AB,CIAR,C02,0.3682,E,Individual 2 (JD),
2023-07-17,JD,M1,D1,A4,BM,CIAR,C02,0.0733,E,Individual 2 (JD),
2023-07-17,JD,M1,D1,A4,AB,CIAR,C03,0.0661,E,Individual 3 (JD),
2023-07-17,JD,M1,D1,A4,BM,CIAR,C03,0.0377,E,Individual 3 (JD),
2023-07-17,JD,M1,D1,A4,BM,CIAR,C04,0.0410,E,Individual 4 (JD),
2023-07-17,JD,M1,D1,A4,AB,CIAR,C04,0.1925,E,Individual 4 (JD),
2023-07-19,JD,M1,D3,A2,BM,CIAR,C03,0.0107,E,Individual 3 (JD),
2023-07-19,JD,M1,D3,A2,AB,CIAR,C04,0.0384,E,Individual 4 (JD),
2023-07-19,JD,M1,D3,A2,BM,CIAR,C04,0.0197,E,Individual 4 (JD),
2023-07-19,JD,M1,D3,A2,AB,CIAR,C05,0.013,E,Individual 5 (JD),
2023-07-19,JD,M1,D3,A2,BM,CIAR,C05,0.011,E,Individual 5 (JD),
2023-07-19,JD,M1,D3,A2,AB,CIAR,C06,0.0622,E,Individual 6 (JD),
2023-07-19,JD,M1,D3,A2,BM,CIAR,C06,0.0296,E,Individual 6 (JD),
2023-07-19,JD,M1,D3,A2,AB,CIAR,C07,0.1759,E,Individual 7 (JD),
2023-07-19,JD,M1,D3,A2,BM,CIAR,C07,0.0481,E,Individual 7 (JD),
2023-07-19,JD,M1,D3,A2,AB,CIAR,C08,0.1171,E,Individual 8 (JD),
2023-07-19,JD,M1,D3,A2,BM,CIAR,C08,0.0496,E,Individual 8 (JD),
2023-07-19,JD,M1,D3,A2,AB,CIAR,C01,0.0908,E,Individual 1 (JD),
2023-07-19,JD,M1,D3,A2,BM,CIAR,C01,0.0518,E,Individual 1 (JD),
2023-07-19,JD,M1,D3,A2,AB,CIAR,C02,0.1419,E,Individual 2 (JD),
2023-07-19,JD,M1,D3,A2,AB,CIAR,C03,0.0133,E,Individual 3 (JD),
2023-07-21,JD,M4,D3,4,AB,RUHI,-,0.5066,S,,
2023-07-21,JD,M4,D3,5,BM,HEHE,-,0.2946,S,,
2023-07-21,JD,M4,D3,5,AB,HEHE,-,0.3835,S,,
2023-07-21,JD,M4,D3,5,AB,MOFI,-,0.3032,S,,
2023-07-21,JD,M4,D3,5,BM,MOFI,-,0.0696,S,,
2023-07-21,GX,M4,D3,5,AB,OEBI,-,8.1661,S,,
2023-07-21,JD,M4,D3,5,BM,OEBI,-,2.7675,S,,
2023-07-18,RC,M1,D2,H4,AB,CIAR,C03,1.2884,S,,
2023-07-17,GX,M1,D2,R2,AB,RUHI,-,4.5135,S,,
2023-07-20,RC,M1,D2,A3,AB,ANGE,-,3.0589,S,,
2023-07-18,RC,M1,D1,M5,AB,CIAR,C01,2.2933,S,Individual CIAR 1 (C1) in this tray (GX),
2023-07-11,RC,M1,D1,R2,BM,CIAR,C01,0.9038,S,,
2023-07-06,RC,M1,D1,A1,AB,ANGE,-,2.0976,S,,
2023-07-14,RC,M1,D1,R1,BM,RUHI,-,0.9765,S,,
2023-07-14,RC,M1,D2,R3,BM,RUHI,-,5.2461,S,,
2023-07-11,RC,M1,D1,R2,BM,RUHI,-,2.9191,S,,
2023-07-20,JD,M4,D1,2,BM,CIAR,C05,0.0149,E,,
2023-07-20,JD,M4,D1,2,BM,CIAR,C06,0.0076,E,,
2023-07-10,RC,M1,D1,O1,BM,OEBI,-,4.0815,S,,
2023-07-12,RC,M1,-,C4,BM,CIAR,C01,2.4254,S,,
2023-07-11,RC,M1,D1,R2,BM,CIAR,C01,0.9111,S,UNSORTED,
2023-07-06,RC,M1,D3,H1,AB,HEHE,-,2.9129,S,,
2023-07-19,JD,M1,D3,A3,BM,ANGE,-,15.4161,S,,
2023-07-17,RC,M1,D3,H3,AB,CIAR,C02,0.246,S,,
2023-07-06,RC,M1,D2,H1,AB,HEHE,-,0.7511,S,,
2023-07-17,RC,M1,D2,O1,BM,OEBI,-,7.3717,S,,
2023-07-11,RC,M1,D1,M1,BM,MOFI,-,12.5771,S,,
2023-07-06,RC,M1,D1,A1,BM,ANGE,-,4.8485,S,,
2023-07-11,RC,M1,D1,M1,AB,MOFI,-,4.4254,S,,
2023-07-19,RC,M1,D3,A3,AB,ANGE,-,8.2217,S,,
2023-07-10,RC,M1,D1,M2,BM,MOFI,-,11.5527,S,,
2023-07-06,RC,M1,D3,H1,BM,HEHE,-,1.422,S,,
2023-07-12,RC,M1,-,C4,AB,CIAR,C01,1.9253,S,,
2023-07-12,RC,M1,-,C4,AB,CIAR,C06,0.8951,S,,
2023-07-10,RC,M1,D1,M2,AB,MOFI,-,3.5527,S,,
2023-07-20,JD,M4,D1,2,BM,CIAR,C01,0.0129,E,,
2023-07-12,RC,M1,-,C4,BM,CIAR,C01,4.2859,S,,
2023-07-11,RC,M1,D1,R2,AB,RUHI,-,2.311,S,,
2023-07-10,JD,M1,D1,O2,BM,OEBI,-,2.1173,S,,
2023-07-12,GX,M2,D1,2,BM,CIAR,C02,-,E,Sample is too small to measure using the Mettler Toledo scale (GX),
2023-07-14,RC,M1,D1,R1,AB,CIAR,C04,0.9433,S,,
2023-07-17,RC,M1,D1,A4,AB,CIAR,C08,1.5761,S,,
2023-07-10,RC,M1,D1,H2,AB,CIAR,C01,2.5085,S,,
2023-07-11,RC,M1,D1,A5,AB,CIAR,C07,0.9824,S,,
2023-07-12,GX,M2,D1,2,AB,CIAR,C02,-,E,Sample is too small to measure using the Mettler Toledo scale (GX),
2023-07-12,GX,M2,D1,2,BM,CIAR,C02,-,E,Sample is too small to measure using the Mettler Toledo scale (GX),
2023-07-12,GX,M2,D1,2,AB,CIAR,C02,0.0084,E,,
2023-07-12,RC,M1,-,C4,AB,CIAR,C08,1.1037,S,"Originally labelled as ""CB"" but relabeled as ""C8"" by GX",
2023-07-23,JD,M1,D1,R3,BM,RUHI,-,2.2901,S,,
2023-07-19,JD,M1,D3,M3,BM,MOFI,-,4.7693,S,,
2023-07-10,RC,M1,D1,M3,AB,CIAR,C03,0.7494,S,,
2023-07-12,RC,M1,-,C4,BM,CIAR,C06,1.6144,S,,
2023-07-14,RC,M1,D2,R3,AB,RUHI,-,6.659,S,,
2023-07-10,RC,M1,D1,M2,AB,CIAR,C02,0.6642,S,,
2023-07-11,RC,M1,D1,R3,AB,RUHI,-,3.5179,S,,
2023-07-12,GX,M2,D1,2,BM,CIAR,C07,0.0016,E,,
2023-07-12,GX,M2,D1,2,AB,CIAR,C07,0.0061,E,,
2023-07-14,RC,M1,-,C3,BM,CIAR,C01,2.2545,S,,
2023-07-14,RC,M1,-,C3,BM,CIAR,C02,3.6719,S,,
2023-07-17,RC,M1,D2,M1,BM,MOFI,-,18.1306,S,,
2023-07-10,RC,M1,D1,M3,BM,MOFI,-,8.676,S,,
2023-07-20,JD,M4,D1,2,AB,CIAR,C03,0.0242,E,,
2023-07-12,RC,M1,D1,A3,AB,CIAR,C05,1.7774,S,,
2023-07-10,RC,M1,D3,H2,AB,HEHE,-,1.5701,S,,
2023-07-12,GX,M2,D1,2,BM,CIAR,C08,0.0033,E,,
2023-07-10,RC,M1,D1,O2,AB,OEBI,-,5.3219,S,"Originally labelled as ""OEB1"" but relabeled as ""OEBI"" by GX",
2023-07-12,RC,M1,D1,R4,AB,RUHI,-,3.3928,S,,
2023-07-11,RC,M1,D1,A5,AB,CIAR,C05,1.8304,S,,
2023-07-12,GX,M2,D1,2,AB,CIAR,C08,0.0036,E,,
2023-07-06,RC,M1,D1,H4,AB,CIAR,C06,0.8934,S,,
2023-07-18,GX,M1,D2,H4,AB,CIAR,C01,0.7969,S,,
2023-07-06,RC,M1,D2,H5,AB,CIAR,C01,0.8887,S,,
2023-07-05,RC,M1,D1,H1,AB,CIAR,C04,1.006,S,,
2023-07-20,JD,M1,D3,R4,AB,RUHI,-,6.4113,S,,
2023-07-10,RC,M1,D3,H2,BM,HEHE,-,1.3443,S,,
2023-07-12,RC,M1,D1,A3,AB,CIAR,C06,0.4761,S,,
2023-07-21,JD,M2,D3,5,AB,MOFI,-,1.3602,S,,
2023-07-18,RC,M1,D1,M5,BM,CIAR,C01,2.9253,S,,
2023-07-06,RC,M1,D2,H5,AB,CIAR,C02,0.0616,S,,
2023-07-05,RC,M1,D1,H1,AB,HEHE,-,0.6721,S,,
2023-07-05,RC,M1,D1,H5,AB,CIAR,C03,0.8672,S,,
2023-07-06,RC,M1,D1,A2,AB,ANGE,-,1.2128,S,,
2023-07-06,RC,M1,D1,A2,BM,ANGE,-,5.0920,S,,
2023-07-06,RC,M1,-,C1,AB,CIAR,C04,2.0715,S,,
2023-07-06,RC,M1,D3,H4,AB,CIAR,C05,0.445,S,,
2023-07-06,RC,M1,D2,H5,AB,CIAR,C04,0.1238,S,,
2023-07-06,RC,M1,-,C1,AB,CIAR,C05,0.0184,S,SUSPECT BIOMASS FELLOUT FROM THE BAG (RC),
2023-07-06,RC,M1,D2,H5,AB,CIAR,C03,0.1353,S,,
2023-07-06,RC,M1,D2,H5,AB,CIAR,C06,0.0195,S,SUSPECT BIOMASS FELL OUT FROM BAG (RC),
2023-07-06,RC,M1,D1,A1,AB,CIAR,C06,0.8393,S,,
2023-07-06,RC,M1,D3,H5,AB,CIAR,C04,0.517,S,,
2023-07-06,RC,M1,-,C1,AB,CIAR,C01,2.7246,S,,
2023-07-06,RC,M1,D2,H5,AB,CIAR,C05,0.0129,S,,
2023-07-05,RC,M1,D1,H1,AB,CIAR,C05,0.2415,S,,
2023-07-06,RC,M1,D2,H5,AB,CIAR,C07,0.0093,S,,
2023-07-17,RC,M1,D3,H3,AB,HEHE,-,3.6811,S,,
2023-07-17,RC,M1,D3,H3,BM,HEHE,-,2.7123,S,,
2023-07-06,RC,M1,D2,H5,BM,CIAR,C06,0.0068,S,SUSPECT BIOMASS FELL OUT FROM BAG (RC),
2023-07-06,RC,M1,D2,H1,BM,HEHE,-,-,S,SUSPECT BIOMASS FELL OUT FROM BAG (RC) ON JINGWEI'S TABLE,
2023-07-06,RC,M1,D2,H5,BM,CIAR,C07,0.0079,S,SUSPECT BIOMASS FELL OUT FROM BAG (RC),
2023-07-06,RC,M1,-,C1,AB,CIAR,C02,0.0206,S,,
2023-07-12,RC,M1,D1,A3,BM,ANGE,-,7.6687,S,,
2023-07-06,RC,M1,D1,M,AB,CIAR,C03,0.5511,S,,
2023-07-06,RC,M1,D1,H4,AB,CIAR,C03,3.2865,S,,
2023-07-06,RC,M1,D1,H4,BM,CIAR,C03,2.4685,S,,
2023-07-06,RC,M1,D2,H5,BM,CIAR,C04,0.0003,S,SUSPECT BIOMASS FELL OUT FROM BAG (RC),
2023-07-06,RC,M1,D2,H2,AB,HEHE,-,0.7793,S,,
2023-07-20,RC,M1,D2,A4,BM,ANGE,-,14.5219,S,,
2023-07-05,RC,M1,D1,H1,BM,CIAR,-,0.2850,S,UNSORTED BM (RC),
2023-07-05,RC,M1,D1,H3,AB,CIAR,C02,0.9032,S,,
2023-07-06,RC,M1,D2,H2,BM,HEHE,-,0.4453,S,,
2023-07-06,RC,M1,D2,H5,BM,CIAR,C05,0.0881,S,,
2023-07-06,RC,M1,-,C1,BM,CIAR,C04,4.7535,S,,
2023-07-20,RC,M1,D2,A4,AB,ANGE,-,5.6671,S,"Originally labelled as ""DD2"" by RC and relabeled to ""D2"" by GX",
2023-07-06,RC,M1,D2,H5,BM,CIAR,C01,1.7202,S,,
2023-07-06,RC,M1,-,C1,BM,CIAR,C05,0.0013,S,SUSPECT BIOMASS FELL OUT FROM BAG (RC),
2023-07-06,RC,M1,-,C1,BM,CIAR,C01,4.2518,S,,
2023-07-06,RC,M1,D2,H5,BM,CIAR,C02,0.222,S,,
2023-07-06,RC,M1,D3,H4,AB,HEHE,-,2.0952,S,,
2023-07-06,RC,M1,D1,H4,BM,CIAR,C06,3.976,S,"Originally labelled as ""3976"" by RC but relabelled as ""3.976"" by GX",
2023-07-06,RC,M1,D1,A1,AB,CIAR,C05,0.6844,S,,
2023-07-06,RC,M1,D1,H3,AB,CIAR,C03,0.7777,S,,
2023-07-06,RC,M1,D2,H5,BM,CIAR,C03,0.1089,S,,
2023-07-05,RC,M1,D1,A1,BM,CIAR,-,1.7839,S,,
2023-07-06,RC,M1,D3,H4,BM,HEHE,-,1.15,S,,
2023-07-17,JD,M1,D2,M1,BM,CIAR,C03,0.0082,E,Individual 3 (JD),
2023-07-17,JD,M1,D2,M1,BM,CIAR,C01,0.0054,E,Individual 1 (JD),
2023-07-17,JD,M1,D2,M1,AB,CIAR,C01,0.01,E,Individual 1 (JD),
2023-07-05,RC,M1,D1,H3,BM,CIAR,C03,2.0742,S,,
2023-07-05,RC,M1,D1,H1,BM,HEHE,-,0.8248,S,,
2023-07-05,RC,M1,D1,H5,BM,CIAR,-,1.7946,S,"unsorted biomass (RC); originally labelled as ""CIAC"" but relabeled as ""CIAR"" (GX)",
2023-07-12,RC,M1,D1,A3,AB,ANGE,-,1.1239,S,,
2023-07-06,RC,M1,D3,H1,BM,CIAR,-,1.6526,S,,
2023-07-17,RC,M1,D2,H3,AB,HEHE,-,0.9985,S,,
2023-07-17,RC,M1,D2,H3,BM,HEHE,-,0.3958,S,,
2023-07-06,RC,M1,D3,H5,AB,HEHE,-,2.573,S,,
2023-07-17,JD,M1,D2,M1,AB,CIAR,C03,0.0458,E,Individual 3 (JD),
2023-07-06,RC,M1,-,C1,BM,CIAR,C02,-,S,SUSPECT BIOMASS FELL OUT FROM BAG (RC) ON JINGWEI'S TABLE,
2023-07-05,RC,M1,D1,H3,BM,CIAR,-,1.0934,S,,
2023-07-18,RC,M1,D2,H4,BM,HEHE,-,1.0082,S,,
2023-07-17,JD,M1,D2,M1,BM,CIAR,C02,0.0069,E,Individual 2 (JD),
2023-07-17,JD,M1,D2,M1,AB,CIAR,C02,0.0125,E,Individual 2 (JD),
2023-07-17,JD,M1,D2,M1,AB,CIAR,C05,0.0089,E,Individual 5 (JD),
2023-07-17,JD,M1,D2,M1,AB,CIAR,C06,0.0083,E,Individual 6 (JD),
2023-07-17,JD,M1,D2,M1,BM,CIAR,C06,0.0039,E,Individual 6 (JD),
2023-07-17,JD,M1,D2,M1,BM,CIAR,C05,0.0055,E,Individual 5 (JD),
2023-07-17,JD,M1,D2,M1,AB,CIAR,C04,0.0206,E,Individual 4 (JD),
2023-07-17,JD,M1,D2,M1,BM,CIAR,C04,0.0094,E,Individual 4 (JD),
2023-07-18,JD,M1,D2,M2,AB,CIAR,C01,0.0254,E,Individual 1 (JD),
2023-07-18,JD,M1,D2,M2,BM,CIAR,C01,0.0078,E,Individual 1 (JD),
2023-07-14,RC,M1,-,C2,BM,CIAR,C02,0.7208,E,,
2023-07-14,RC,M1,-,C5,AB,CIAR,C05,0.1302,E,,
2023-07-14,RC,M1,-,C5,BM,CIAR,C05,0.0256,E,,
2023-07-14,RC,M1,-,C5,BM,CIAR,C03,1.0494,E,,
2023-07-14,RC,M1,-,C2,AB,CIAR,C02,0.528,E,,
2023-07-14,RC,M1,-,C5,BM,CIAR,C07,0.0175,E,,
2023-07-14,RC,M1,-,C5,BM,CIAR,C06,0.0744,E,,
2023-07-14,RC,M1,-,C5,BM,CIAR,C06,0.207,E,,
2023-07-14,RC,M1,-,C5,AB,CIAR,C07,0.0531,E,,
2023-07-14,RC,M1,-,C5,BM,CIAR,C08,0.0523,E,,
2023-07-14,RC,M1,D1,5,AB,CIAR,C10,0.0182,E,,
2023-07-14,RC,M1,D1,5,BM,CIAR,C02,0.0016,E,,
2023-07-14,RC,M1,D1,5,AB,CIAR,C02,0.0066,E,,
2023-07-14,RC,M1,-,C5,AB,CIAR,C09,0.3234,E,,
2023-07-14,RC,M1,-,C5,AB,CIAR,C04,0.2203,E,,
2023-07-14,RC,M1,D1,R5,BM,CIAR,-,0.8918,E,UNSORTED (RC),
2023-07-14,RC,M1,D1,5,BM,CIAR,C01,0.0076,E,,
2023-07-14,RC,M1,D2,R3,AB,RUHI,-,0.5119,E,"Orignally labelled as ""D2"" by RC but relabled as ""RUHI"" by GX",
2023-07-18,JD,M1,D2,M2,AB,CIAR,C02,0.031,E,Individual 2 (JD),
2023-07-18,JD,M1,D2,M2,AB,CIAR,C03,0.0385,E,Individual 3 (JD),
2023-07-18,JD,M1,D2,M2,BM,CIAR,C03,0.0065,E,Individual 3 (JD),
2023-07-18,GX,M1,D2,M2,AB,CIAR,C04,0.1491,E,,
2023-07-14,RC,M1,D1,R5,BM,CIAR,C06,0.123,E,,
2023-07-14,RC,M1,D1,R5,AB,CIAR,C06,0.3016,E,,
2023-07-14,RC,M1,D1,R5,BM,CIAR,C05,0.0059,E,,
2023-07-14,RC,M1,D1,R5,BM,CIAR,C03,0.0021,E,,
2023-07-14,RC,M1,D1,R5,AB,CIAR,C04,0.0022,E,,
2023-07-14,RC,M1,D1,R5,BM,CIAR,C04,0.0054,E,,
2023-07-14,RC,M1,D1,R5,AB,CIAR,C05,0.0266,E,,
2023-07-14,RC,M1,D1,R5,AB,CIAR,C03,0.006,E,,
2023-07-14,RC,M1,D1,R5,AB,CIAR,C02,0.179,E,,
2023-07-14,RC,M1,D1,R5,BM,CIAR,C02,0.0414,E,,
2023-07-14,RC,M1,D1,R5,BM,CIAR,C01,0.0517,E,,
2023-07-14,RC,M1,D1,R5,AB,CIAR,C01,0.2676,E,,
2023-07-14,RC,M1,-,C3,AB,CIAR,C10,0.1244,E,,
2023-07-14,RC,M1,D1,M4,AB,CIAR,C09,0.0056,E,,
2023-07-14,RC,M1,D1,M4,BM,CIAR,C09,0.0065,E,,
2023-07-14,RC,M1,D1,M4,AB,CIAR,C08,0.0261,E,,
2023-07-14,RC,M1,-,C5,BM,CIAR,C09,0.1512,E,,
2023-07-14,RC,M1,-,C5,AB,CIAR,C08,0.3559,E,,
2023-07-14,RC,M1,D1,M4,BM,CIAR,C05,0.0099,E,,
2023-07-14,RC,M1,D1,M4,AB,CIAR,C06,0.066,E,,
2023-07-14,RC,M1,D1,M4,BM,CIAR,C07,0.0499,E,,
2023-07-14,RC,M1,D1,M4,BM,CIAR,C08,0.0182,E,,
2023-07-14,RC,M1,D1,M4,AB,CIAR,C07,0.1006,E,,
2023-07-14,RC,M1,D1,M4,AB,CIAR,C03,0.0418,E,,
2023-07-14,RC,M1,D1,M4,BM,CIAR,C03,0.0152,E,,
2023-07-14,RC,M1,D1,M4,BM,CIAR,C04,0.007,E,,
2023-07-14,RC,M1,D1,M4,AB,CIAR,C04,0.0054,E,,
2023-07-14,RC,M1,D1,M4,AB,CIAR,C05,0.0666,E,,
2023-07-14,RC,M1,-,C3,AB,CIAR,C05,0.0195,E,,
2023-07-14,RC,M1,-,C3,BM,CIAR,C06,0.0046,E,,
2023-07-14,RC,M1,-,C3,AB,CIAR,C04,0.0405,E,,
2023-07-14,RC,M1,-,C3,BM,CIAR,C04,0.0324,E,,
2023-07-12,RC,M1,D1,R4,BM,RUHI,-,2.9371,S,,
2023-07-14,RC,M1,-,C3,AB,CIAR,C02,1.1221,S,,
2023-07-17,GX,M1,D1,A4,AB,ANGE,-,0.3614,E,,
2023-07-11,RC,M1,D1,R2,AB,CIAR,C05,0.5709,S,,
2023-07-11,RC,M1,D1,A5,BM,CIAR,-,2.4641,S,UNSORTED (RC),
2023-07-11,RC,M1,D1,M1,BM,CIAR,C01,0.9765,S,,
2023-07-10,RC,M1,D1,O3,BM,OEBI,-,5.9163,S,"Originally labelled as ""3"" by RC but labeled as ""O3"" by GX",
2023-07-17,RC,M1,D2,M1,AB,MOFI,-,5.664,S,,
2023-07-10,RC,M1,D1,M3,AB,MOFI,-,2.645,S,,
2023-07-14,RC,M1,-,C5,BM,CIAR,C01,5.0781,S,,
2023-07-18,RC,M1,D2,H4,AB,HEHE,-,1.301,S,,
2023-07-20,RC,M1,D3,R4,BM,RUHI,-,5.2904,S,,
2023-07-19,JD,M1,D3,A4,BM,ANGE,-,10.9183,S,,
2023-07-21,JD,M4,D2,5,BM,OEBI,-,1.7030,S,,
2023-07-06,RC,M1,D2,A5,AB,ANGE,-,3.2591,S,,
2023-07-18,RC,M1,D2,M2,AB,MOFI,-,5.5152,S,,
2023-07-17,RC,M1,D1,A4,BM,CIAR,C08,1.0639,S,,
2023-07-18,RC,M1,D2,M2,BM,MOFI,-,5.8049,S,,
2023-07-19,RC,M1,D3,A4,AB,ANGE,-,6.806,S,,
2023-07-12,GX,M2,D1,2,AB,CIAR,C09,-,E,Sample is too small to measure using the Mettler Toledo scale (GX),
2023-07-18,RC,M1,D3,A5,AB,ANGE,-,7.432,S,,
2023-07-14,RC,M1,-,C3,AB,CIAR,C01,2.5248,S,,
2023-07-17,RC,M1,D2,O1,AB,OEBI,-,4.7349,S,,
2023-07-21,JD,M4,D2,5,AB,OEBI,-,3.5657,S,,
2023-07-21,JD,M2,D2,4,BM,CIAR,C02,0.0092,E,Individual 2 (JD),
2023-07-14,RC,M1,-,C2,AB,CIAR,C02,1.4064,S,,
2023-07-18,RC,M1,D3,A5,BM,ANGE,-,15.0213,S,,
2023-07-21,JD,M2,D3,5,BM,RUHI,-,3.2706,S,,
2023-07-21,JD,M2,D2,4,AB,CIAR,C02,0.0228,E,Individual 2 (JD),
2023-07-21,JD,M2,D2,4,BM,CIAR,C01,0.0045,E,Individual 1 (JD),
2023-07-18,RC,M1,D2,M3,AB,MOFI,-,4.4271,S,,
2023-07-10,RC,M1,D1,H2,BM,-,-,3.1349,S,"Originally labeled as ""C1+C3+C8"" but relabeled as ""-"" since this does count as unsorted root biomass (GX)",
2023-07-17,RC,M1,D3,O1,BM,OEBI,-,3.6793,S,"Originally labelled as ""O3"" by RC and relabeled to ""D3"" by GX",
2023-07-17,RC,M1,D3,O1,AB,OEBI,-,4.0880,S,"Originally labelled as ""D1"" and ""OBEI"" by RC but relabeled as ""O1"" and ""OEBI"" by GX",
2023-07-18,GX,M1,D2,M2,BM,CIAR,C03,0.0229,E,,
2023-07-17,RC,M1,D2,O2,BM,OEBI,-,6.0037,S,"Originally labeled as ""C2"" by RC but relabeled as ""O2"" by GX",
2023-07-10,RC,M1,D1,M3,BM,CIAR,-,1.5150,S,UNSORTED (RC),
2023-07-19,GX,M1,D3,M4,AB,MOFI,-,3.9603,S,,
2023-07-19,JD,M1,D2,R4,BM,RUHI,-,5.7119,S,,
2023-07-19,JD,M1,D3,M5,AB,MOFI,-,6.7534,S,,
2023-07-06,RC,M1,D2,A5,BM,ANGE,-,10.6724,S,,
2023-07-18,RC,M1,D3,O2,AB,OEBI,-,5.7105,S,,
2023-07-12,GX,M2,D1,2,BM,CIAR,C09,0.0029,E,,
2023-07-14,RC,M1,-,C2,BM,CIAR,C01,2.9382,S,,
2023-07-14,RC,M1,D1,R5,AB,RUHI,-,1.9134,S,,
2023-07-14,RC,M1,D1,M4,BM,MOFI,-,11.1978,S,,
2023-07-18,RC,M1,D3,O2,BM,OEBI,-,6.7265,S,,
2023-07-14,RC,M1,D1,M4,AB,MOFI,-,4.9158,S,,
2023-07-17,GX,M1,D2,O2,AB,OEBI,-,3.4378,S,,
2023-07-14,RC,M1,-,C2,BM,CIAR,C02,2.5891,S,,
2023-07-18,GX,M1,D2,M2,AB,CIAR,C03,0.1599,E,,
2023-07-20,JD,M4,D1,2,AB,CIAR,C01,0.0332,E,,
2023-07-11,RC,M1,D1,M1,AB,CIAR,C01,1.224,S,,
2023-07-06,RC,M1,D2,H5,AB,HEHE,-,1.8062,S,,
2023-07-18,RC,M1,D1,M5,AB,MOFI,-,3.6109,S,,
2023-07-14,RC,M1,-,C2,AB,CIAR,C01,1.9658,S,,
2023-07-10,RC,M1,D1,O3,AB,OEBI,-,8.9733,S,,
2023-07-10,RC,M1,D1,O4,AB,OEBI,-,7.815,S,,
2023-07-12,GX,M2,D1,2,AB,CIAR,C04,0.0021,E,,
2023-07-14,RC,M1,-,C5,AB,CIAR,C03,0.7126,S,UNSORTED (RC),
2023-07-10,RC,M1,D1,O4,BM,OEBI,-,2.961,S,,
2023-07-19,JD,M1,D2,R4,AB,RUHI,-,5.9926,S,,
2023-07-20,JD,M1,D2,R5,AB,RUHI,-,4.759,S,,
2023-07-17,GX,M1,D2,O3,BM,OEBI,-,9.4115,S,,
2023-07-20,JD,M4,D1,2,BM,CIAR,C03,0.0196,E,,
2023-07-18,RC,M1,D3,O3,AB,OEBI,-,7.1141,S,,
2023-07-14,RC,M1,-,C5,AB,CIAR,C01,2.2543,S,,
2023-07-18,RC,M1,D2,M3,BM,MOFI,-,7.6084,S,,
2023-07-17,RC,M1,D2,M4,AB,MOFI,-,2.736,S,,
2023-07-06,RC,M1,D2,H5,BM,HEHE,-,3.7099,S,,
2023-07-10,RC,M1,D1,M3,AB,CIAR,C01,1.0494,S,"Originally labelled as ""CI"" by RC but relabeled as ""C1"" by GX",
2023-07-20,JD,M4,D1,2,BM,OEBI,-,0.3340,E,,
2023-07-14,RC,M1,-,C3,BM,CIAR,C08,1.6017,S,,
2023-07-04,RC,M1,D1,O5,BM,OEBI,-,2.1144,S,,
2023-07-17,RC,M1,D2,M4,BM,MOFI,-,7.254,S,,
2023-07-17,RC,M1,D1,A4,BM,CIAR,-,2.6464,S,,
2023-07-20,JD,M4,D1,2,BM,CIAR,C04,0.0169,E,,
2023-07-18,RC,M1,D2,M5,BM,MOFI,-,8.5305,S,,
2023-07-06,RC,M1,D3,H5,BM,HEHE,-,2.5741,S,,
2023-07-14,RC,M1,-,C5,F1-2,CIAR,C02,0.5863,S,ON JINGWEI'S DESK (RC),
2023-07-18,GX,M1,D3,O3,BM,OEBI,-,6.1304,S,,
2023-07-14,RC,M1,-,C3,AB,CIAR,C08,0.5863,S,,
2023-07-20,JD,M4,D1,2,BM,CIAR,C06,0.0163,E,,
2023-07-12,GX,M2,D1,2,BM,CIAR,C05,0.0344,E,,
2023-07-18,RC,M1,D3,O4,BM,OEBI,-,3.9260,S,,
2023-07-14,RC,M1,D1,O5,AB,OEBI,-,6.415,S,,
2023-07-18,RC,M1,D3,O4,AB,OEBI,-,4.2832,S,,
2023-07-14,RC,M1,D1,R5,BM,RUHI,-,3.1594,S,,
2023-07-17,GX,M1,D1,O5,AB,OEBI,-,2.8295,S,"Originally labelled as ""5"" by GX but relabeled as ""O5"" by GX",
2023-07-12,GX,M2,D1,2,AB,CIAR,C06,0.0079,E,,
2023-07-20,RC,M1,D2,R5,BM,RUHI,-,3.8668,S,,
2023-07-12,GX,M2,D1,2,BM,CIAR,C06,0.0041,E,,
2023-07-17,GX,M1,D1,A4,BM,ANGE,-,0.6906,E,,
2023-07-18,RC,M1,D3,O5,BM,OEBI,-,16.1313,S,,
2023-07-18,JD,M1,D2,M3,AB,CIAR,C04,0.0146,E,,
2023-07-20,JD,M1,D3,R5,AB,RUHI,-,5.7232,S,Part of the roots were not seperated and are included in the AB biomass (JD),
2023-07-17,GX,M1,D2,O3,AB,OEBI,-,3.5342,S,,
2023-07-19,RC,M1,D3,M5,BM,MOFI,-,9.8224,S,,
